Transaction_Amount,Transaction_Type,Time_of_Transaction,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Fraudulent
4220.78,4,7.0,0,0,0,15,10,0,0
4526.98,0,8.0,1,2,1,5,11,3,0
2720.75,4,23.0,1,5,2,29,2,1,0
3518.54,1,22.0,0,0,1,72,7,4,0
3812.39,1,11.0,0,2,1,23,8,4,0
3444.75,3,22.0,2,1,4,59,12,3,0
3235.93,4,12.0,0,6,4,72,4,1,0
2740.06,2,4.0,1,6,0,47,7,0,0
2398.58,0,14.0,0,7,3,45,7,1,0
4980.64,4,13.0,1,5,4,98,7,1,0
1691.12,2,21.0,1,4,1,53,9,4,0
445.9,0,10.0,1,5,0,38,3,3,0
3826.36,1,10.0,1,3,0,2,13,4,0
1073.05,1,14.0,1,6,3,92,12,3,0
2665.8,3,15.0,0,4,0,90,8,4,0
483.53,1,11.0,2,0,3,39,13,1,0
3098.32,1,4.0,1,5,1,40,14,3,0
4720.32,1,15.0,2,1,2,31,5,1,1
3614.91,4,11.0,2,3,4,53,11,1,0
1076.6,3,20.0,1,4,4,1,8,4,0
4855.83,4,7.0,0,1,3,42,13,4,0
1538.9,2,7.0,2,1,4,72,2,0,0
2185.89,1,21.0,3,5,3,8,11,4,0
2493.09,2,14.0,1,0,2,58,7,4,0
4953.64,2,7.0,0,7,3,74,7,0,0
349.11,4,6.0,3,6,4,70,6,3,1
3485.16,1,5.0,2,3,4,50,8,1,0
1812.84,4,20.0,3,6,2,74,10,1,0
396.23,0,15.0,0,1,3,29,4,4,0
4675.48,0,12.0,2,6,2,10,5,0,0
2951.34,1,5.0,0,3,0,113,6,3,0
3768.82,2,12.0,1,1,1,51,12,1,0
1205.73,4,0.0,3,2,2,77,14,1,0
3808.9,2,12.0,1,4,3,9,13,0,0
4143.23,0,21.0,1,2,3,49,11,3,0
2156.99,4,23.0,0,6,4,55,10,3,0
2861.92,4,16.0,2,0,4,93,7,3,0
4859.5,4,23.0,0,4,2,101,11,3,0
4234.41,1,12.0,0,7,2,35,4,0,0
2227.03,1,14.0,1,0,1,56,14,3,0
3324.55,1,11.0,0,5,2,46,13,3,0
3922.24,4,4.0,0,3,1,20,14,3,0
126.52,2,2.0,2,3,1,58,4,1,0
2943.89,3,5.0,1,4,2,94,6,4,0
4922.72,2,1.0,1,3,1,107,9,1,0
4736.17,0,2.0,2,6,1,51,7,1,0
4163.04,0,12.0,3,0,1,19,11,0,0
49997.8,1,20.0,0,7,0,5,3,0,0
4970.24,3,14.0,2,5,1,90,2,3,0
3049.64,1,13.0,1,2,4,76,3,3,0
1118.43,2,7.0,1,0,0,21,8,2,0
3372.97,1,15.0,0,1,4,72,6,1,0
4283.34,0,9.0,0,6,1,29,13,1,0
566.08,0,15.0,0,1,1,89,14,3,0
4582.61,1,12.0,2,6,0,6,3,4,0
4601.42,2,4.0,0,0,3,83,8,0,0
72.25,4,5.0,1,1,0,64,5,1,0
4502.09,2,10.0,2,0,3,14,12,1,0
4734.36,1,13.0,2,2,2,83,3,0,0
2524.1000000000004,2,0.0,0,2,1,117,3,3,0
1474.36,0,0.0,0,0,3,96,3,4,0
2524.1000000000004,3,20.0,1,3,0,27,3,3,0
1747.71,0,12.0,0,2,1,43,8,0,0
3796.22,0,21.0,1,3,4,9,6,4,0
1793.73,4,16.0,2,0,4,41,13,2,0
4783.11,1,16.0,2,0,3,99,3,4,0
4974.99,4,14.0,2,6,4,1,13,0,0
1587.51,4,14.0,1,3,4,13,10,3,0
49997.8,1,1.0,0,5,2,42,6,1,0
2790.74,2,13.0,0,5,1,111,14,4,0
2899.12,3,23.0,2,7,1,81,13,4,0
1874.17,4,5.0,0,0,3,100,12,3,0
834.14,4,23.0,2,2,4,104,3,1,0
277.53,2,4.0,1,2,0,70,6,4,0
536.21,1,23.0,1,5,4,4,6,0,0
4506.95,0,21.0,0,6,4,61,9,1,0
1405.47,2,12.0,0,4,2,12,7,1,0
388.73,0,10.0,0,6,2,23,1,3,0
3119.53,3,16.0,0,5,1,76,6,1,0
381.16,4,2.0,1,4,3,38,9,0,0
354.91,3,3.0,0,3,3,38,6,1,0
3109.74,0,18.0,0,7,1,35,4,3,1
2959.02,0,2.0,0,7,3,80,10,4,0
212.18,0,11.0,1,5,0,114,10,0,0
2305.09,4,9.0,2,0,1,79,13,3,0
2181.66,1,9.0,1,3,2,33,5,3,0
2735.71,1,9.0,1,1,4,69,4,1,0
3690.53,4,12.0,2,5,3,19,1,4,0
1417.59,1,22.0,0,3,2,91,2,3,0
2166.74,1,14.0,0,3,2,37,6,3,1
3964.75,4,12.0,0,6,3,45,1,3,0
4613.17,1,12.0,2,1,2,26,14,1,0
4457.16,1,7.0,0,3,4,42,10,4,0
2390.77,2,6.0,2,1,1,81,4,4,0
2606.72,3,15.0,0,1,1,23,1,0,0
2647.88,3,5.0,2,7,2,26,6,4,0
4344.23,3,22.0,1,3,2,42,3,3,0
4200.5,2,0.0,0,1,2,4,2,3,0
2524.1000000000004,3,8.0,0,4,2,3,5,0,0
818.43,0,2.0,1,0,3,13,4,0,0
2524.1000000000004,3,22.0,2,4,0,87,11,1,0
1445.59,4,14.0,2,1,1,3,8,4,0
4754.15,3,17.0,2,3,4,91,2,0,0
1333.25,0,19.0,2,6,1,100,3,0,1
910.13,3,7.0,0,0,2,20,7,1,0
4497.9,1,21.0,0,1,2,111,14,1,0
436.96,0,4.0,1,5,2,74,14,0,0
1305.03,4,9.0,0,5,1,117,8,0,0
2198.36,1,15.0,1,6,3,71,7,2,0
2977.56,1,12.0,1,7,4,42,10,3,0
1641.73,2,13.0,1,7,1,37,2,3,0
2483.69,1,17.0,2,4,2,10,11,1,0
998.16,3,18.0,1,2,4,94,1,0,0
2524.1000000000004,1,1.0,2,0,2,22,6,1,0
2042.04,1,20.0,1,5,4,83,1,0,0
4247.05,2,14.0,2,5,0,36,2,4,0
2081.59,3,12.0,1,7,0,17,5,1,0
2221.86,3,10.0,0,1,2,6,4,4,0
2962.91,1,6.0,0,4,0,7,8,4,0
620.23,4,11.0,2,5,0,47,2,1,0
788.19,4,14.0,0,0,2,115,6,4,0
3952.24,3,0.0,0,5,4,19,14,3,0
1370.73,4,2.0,1,5,4,91,7,3,0
3425.06,3,5.0,2,3,2,51,3,0,0
491.65,3,10.0,1,6,1,92,6,0,0
4110.12,0,0.0,0,2,0,84,11,0,0
4941.2,3,23.0,0,7,4,70,14,0,0
1871.59,0,20.0,2,3,1,100,11,4,0
2530.12,1,21.0,1,1,3,51,7,0,0
2216.35,2,17.0,2,7,3,13,2,1,0
4471.47,3,0.0,2,1,3,69,7,4,1
54.62,1,0.0,2,4,4,63,1,2,0
3269.03,3,19.0,1,3,0,58,10,4,0
3263.58,3,12.0,0,4,0,34,14,4,0
1915.01,2,10.0,1,5,4,40,2,4,1
1100.57,0,21.0,0,0,1,99,11,1,0
1202.21,3,16.0,2,4,4,114,9,3,0
4003.32,3,6.0,1,2,0,21,9,1,0
335.18,0,6.0,0,5,3,25,11,1,0
2821.3,4,1.0,1,7,0,117,5,0,1
49997.8,2,22.0,1,7,2,42,14,0,0
1329.91,2,12.0,1,1,1,78,10,4,0
2531.16,3,12.0,2,6,4,119,10,0,0
4489.82,2,1.0,2,1,4,28,13,0,0
3092.37,4,3.0,0,5,3,10,6,3,0
3944.11,3,17.0,0,0,2,115,5,3,0
3005.42,0,6.0,0,6,0,70,3,1,0
3490.09,0,9.0,2,5,1,26,8,3,0
2164.88,3,15.0,2,7,1,86,3,3,1
4630.28,0,10.0,0,3,0,57,7,4,0
2512.19,0,16.0,0,0,2,2,8,0,0
2761.11,3,20.0,2,1,0,102,8,1,1
2627.2,1,4.0,1,5,0,31,2,4,0
2524.1000000000004,2,14.0,0,1,0,8,1,4,0
1160.04,2,21.0,0,0,3,91,3,1,0
373.81,1,4.0,1,5,0,14,8,0,0
2524.1000000000004,0,3.0,1,4,3,16,5,4,0
1449.93,2,3.0,0,4,2,49,11,1,0
1949.04,4,7.0,0,2,1,55,7,0,0
4600.04,1,23.0,0,1,2,67,6,1,0
2834.4,0,13.0,1,0,3,69,5,0,0
489.9,4,16.0,1,0,0,20,1,1,0
3999.06,1,10.0,2,3,4,52,7,4,0
1284.37,0,5.0,1,1,1,80,8,4,0
2765.77,3,11.0,2,5,1,61,7,1,0
2552.36,0,8.0,0,6,3,85,9,1,0
1194.2,4,18.0,0,2,1,57,11,1,0
583.28,2,5.0,0,0,2,90,11,0,0
1060.25,1,4.0,0,3,1,92,7,4,0
491.2,3,16.0,2,3,2,3,14,4,0
1381.76,1,12.0,1,6,2,54,4,0,0
4986.5,0,12.0,0,2,2,90,14,0,0
2013.45,3,23.0,0,5,1,66,12,0,0
49997.8,2,12.0,1,2,1,111,5,1,0
2748.14,1,4.0,1,5,1,31,1,1,0
3334.58,1,13.0,0,2,0,81,11,3,0
785.96,4,21.0,2,2,2,40,5,1,0
1377.66,0,18.0,1,0,4,44,12,4,0
2554.66,4,12.0,0,1,3,97,7,3,0
2524.1000000000004,3,18.0,1,4,0,85,5,0,0
219.23,1,13.0,1,6,0,56,13,4,0
2537.07,3,20.0,2,4,2,69,14,3,0
259.81,2,12.0,0,3,1,103,12,0,0
2286.83,2,8.0,1,1,1,40,6,1,0
3146.2,4,21.0,2,5,4,44,13,1,0
3724.89,4,3.0,0,7,1,4,5,1,1
696.97,4,15.0,1,0,0,41,11,0,0
837.04,1,22.0,1,7,1,104,3,4,0
2352.97,2,11.0,2,1,0,49,11,0,0
4990.19,2,22.0,2,7,4,26,1,4,0
1783.45,4,22.0,0,2,4,79,8,3,0
2140.5,2,16.0,0,0,4,61,7,4,0
2165.07,1,2.0,2,0,2,117,13,1,0
408.1,0,6.0,2,5,4,79,2,0,0
3871.99,1,23.0,1,6,2,9,14,0,0
1269.24,3,5.0,2,5,1,79,1,0,0
3519.82,3,7.0,1,2,1,95,9,4,0
2378.07,4,22.0,0,1,1,39,10,4,0
3060.84,3,11.0,2,6,1,86,13,4,0
274.59,4,12.0,0,3,4,110,7,2,0
4450.38,0,5.0,2,2,0,109,8,4,0
1223.06,1,13.0,1,1,0,24,2,1,0
3352.13,2,13.0,0,6,2,62,8,0,0
3991.11,3,9.0,0,7,0,82,8,3,0
2702.49,0,12.0,3,2,3,114,10,1,0
1689.98,1,0.0,2,3,1,49,14,0,0
4889.63,0,22.0,2,2,4,32,6,3,0
1395.81,1,6.0,1,0,2,54,10,4,0
4743.57,3,10.0,1,6,4,57,7,0,0
785.34,4,10.0,0,1,0,67,11,3,0
1949.16,1,8.0,1,3,2,60,11,0,0
696.79,1,12.0,2,0,0,118,5,0,0
16.19,0,7.0,1,3,0,22,1,4,0
1304.99,3,3.0,0,0,0,2,7,0,0
440.62,0,16.0,1,1,0,91,5,3,0
4931.8,4,20.0,1,0,4,57,8,4,0
3809.46,2,0.0,0,2,4,53,14,2,0
23.51,0,2.0,2,5,3,93,11,2,0
1122.11,2,3.0,2,6,3,95,13,0,0
3352.27,0,10.0,0,4,0,61,6,4,0
1995.77,1,12.0,0,5,2,69,14,3,0
4160.05,4,21.0,0,6,0,1,13,3,0
2526.78,2,18.0,0,0,4,56,1,0,0
3269.99,2,12.0,1,0,0,46,4,1,0
2987.2,0,5.0,1,2,2,100,2,1,0
3192.65,4,2.0,1,2,0,40,1,4,0
1154.34,0,13.0,2,7,2,7,8,1,0
1869.58,2,0.0,0,5,1,15,2,1,0
257.89,4,6.0,0,1,0,108,3,0,1
2940.24,0,15.0,2,7,4,68,9,0,0
2299.0,1,5.0,0,6,1,83,7,3,0
3804.78,4,8.0,0,1,1,111,11,4,0
1035.88,1,11.0,1,5,3,9,5,0,0
2186.88,4,19.0,0,4,3,24,5,3,0
907.82,2,21.0,0,2,4,81,14,3,0
3071.83,4,20.0,2,6,4,29,5,4,0
2524.1000000000004,1,14.0,0,2,3,107,1,1,0
3828.39,0,2.0,0,2,2,76,7,3,0
4721.27,2,17.0,2,4,4,17,9,0,0
4858.77,1,12.0,0,4,3,5,6,3,0
3861.31,3,19.0,0,7,1,31,13,1,0
1437.6,4,21.0,0,5,2,83,1,4,0
1100.21,3,10.0,3,5,3,79,8,0,0
2240.51,1,23.0,2,0,0,66,7,2,0
4969.45,3,2.0,1,1,0,26,8,1,0
2066.28,1,3.0,1,6,2,111,2,0,0
999.35,2,22.0,1,7,1,118,12,3,0
4721.99,0,14.0,0,4,1,7,10,4,0
1932.66,0,17.0,1,1,2,67,11,3,0
3456.04,4,5.0,2,7,3,106,9,1,0
3941.82,2,7.0,0,2,2,11,9,4,0
4216.56,3,5.0,0,7,1,98,14,0,0
4107.3,2,2.0,0,4,0,95,9,3,0
4182.05,3,22.0,2,4,3,47,2,0,0
3339.93,2,23.0,1,4,0,27,1,2,0
2022.14,0,20.0,2,3,1,23,4,4,0
3338.1,4,22.0,2,7,1,39,6,0,0
4184.49,0,4.0,0,4,3,95,8,4,0
1756.46,0,9.0,0,3,4,32,6,4,0
1486.06,2,15.0,2,6,2,77,1,3,0
1721.82,3,11.0,1,7,2,72,11,4,1
2758.66,2,21.0,2,0,0,42,4,0,0
266.96,3,20.0,2,5,4,100,8,0,0
3895.96,1,12.0,0,6,4,8,14,4,0
698.57,4,21.0,1,7,2,59,8,1,0
668.53,3,17.0,0,3,4,23,14,3,0
992.31,1,10.0,0,5,2,16,4,3,0
2886.75,4,2.0,0,0,4,6,2,4,0
1431.41,3,17.0,2,1,2,35,13,0,0
1843.61,0,0.0,1,4,3,4,12,3,0
4658.59,4,1.0,1,1,1,72,8,3,0
4236.77,4,1.0,0,6,4,25,7,0,0
4261.69,2,22.0,1,0,0,94,12,1,0
2890.32,4,4.0,1,0,2,43,4,1,0
4333.0,2,6.0,0,3,0,51,2,1,0
3893.94,1,12.0,0,0,0,77,12,4,0
4766.42,4,12.0,1,4,4,107,13,3,0
326.52,3,14.0,1,7,1,93,11,0,0
148.49,4,6.0,2,3,0,39,4,3,0
879.27,4,23.0,1,4,1,112,12,1,1
4645.78,3,20.0,2,1,3,14,4,3,0
3029.8,4,13.0,1,4,2,2,14,0,0
2133.43,2,19.0,1,0,2,26,10,4,0
2565.99,3,0.0,0,0,0,59,5,0,0
4148.87,0,20.0,1,4,4,77,14,3,0
4645.9,4,10.0,0,1,3,33,7,1,0
3649.85,4,18.0,2,0,0,89,9,1,0
3800.44,2,7.0,1,6,0,6,13,4,0
1605.29,3,13.0,2,7,0,20,6,4,0
2337.84,4,5.0,2,1,1,66,4,1,0
4426.62,2,3.0,0,1,1,76,5,1,0
3930.74,0,3.0,1,3,0,18,13,4,0
3422.93,0,23.0,2,0,4,53,10,3,0
330.91,2,8.0,0,0,2,61,9,2,0
202.34,3,0.0,1,5,0,83,12,3,0
49997.8,4,0.0,1,4,3,95,10,0,0
2909.05,2,3.0,0,2,2,24,3,4,0
2684.25,2,9.0,1,0,1,73,11,1,0
4713.74,2,14.0,0,7,2,22,3,1,0
3475.32,1,21.0,1,1,3,113,6,3,0
1473.39,0,4.0,0,7,3,117,12,1,0
811.67,1,12.0,1,6,4,90,13,0,0
4248.42,2,2.0,2,6,0,37,13,4,0
2300.82,0,4.0,2,6,0,46,8,1,0
3269.08,4,3.0,1,1,3,56,6,4,0
2827.89,4,6.0,0,6,4,1,11,3,0
541.74,1,2.0,2,0,1,86,10,3,0
290.01,1,14.0,0,7,0,87,6,3,0
49997.8,0,13.0,2,2,0,21,1,3,0
1810.94,4,12.0,1,3,2,86,7,1,0
3370.62,1,6.0,2,3,0,99,5,0,0
3162.84,2,14.0,2,5,3,6,7,0,0
4844.86,2,11.0,2,3,2,31,1,4,0
4291.21,1,5.0,1,6,2,99,3,4,0
2485.43,3,14.0,0,5,1,43,6,4,0
49997.8,1,7.0,1,7,2,57,11,0,0
3372.28,3,8.0,1,7,3,108,6,4,0
574.88,4,21.0,1,7,4,11,12,1,0
4999.45,1,10.0,1,5,3,69,4,4,0
2596.45,4,5.0,1,6,1,14,12,3,1
4549.97,1,23.0,0,5,3,109,4,3,0
4836.94,1,15.0,1,5,3,18,5,3,0
2910.31,2,16.0,0,3,2,45,13,0,0
521.23,2,14.0,2,1,0,89,9,4,0
49997.8,3,11.0,2,0,0,59,9,4,0
2990.22,4,0.0,2,5,2,66,12,0,0
3947.02,0,13.0,1,6,1,18,14,3,0
245.91,3,12.0,1,5,1,60,13,4,0
2334.25,1,20.0,0,5,4,49,3,3,0
4614.24,1,13.0,0,4,2,58,6,3,0
4956.54,2,20.0,1,3,3,72,7,4,0
960.96,3,4.0,1,3,1,54,1,1,0
4353.64,1,12.0,0,4,1,101,11,2,0
735.52,4,11.0,0,0,1,43,7,0,0
4206.67,0,12.0,2,0,3,108,13,4,0
1390.0,0,19.0,1,0,2,100,2,1,0
4798.33,4,7.0,2,7,4,42,9,4,0
3479.01,3,11.0,2,3,4,100,13,0,0
1998.56,3,10.0,0,0,0,47,10,3,0
1408.46,0,12.0,3,4,0,16,9,4,0
1180.01,0,14.0,0,5,3,67,3,4,0
3405.56,4,5.0,2,1,4,3,8,4,0
4479.48,0,7.0,1,3,2,44,1,3,0
3775.94,4,14.0,1,7,3,12,8,1,0
4174.78,4,13.0,2,7,2,38,4,4,0
3908.01,2,8.0,0,7,1,118,4,1,0
4895.84,2,18.0,0,0,0,31,10,3,0
3790.24,1,15.0,0,5,2,16,7,3,0
1055.09,4,8.0,1,1,4,35,13,4,0
3959.03,4,22.0,1,3,1,100,9,0,0
1613.74,1,13.0,0,7,4,3,12,4,0
4979.02,2,2.0,0,4,3,3,5,0,0
1886.48,4,10.0,0,1,3,63,2,4,0
1467.5,3,2.0,1,3,2,94,6,2,0
1199.88,0,9.0,2,5,3,52,14,1,0
3294.28,0,20.0,0,1,2,67,7,4,0
550.56,1,2.0,1,4,0,48,3,0,0
4768.03,2,16.0,0,3,4,24,9,3,0
1475.09,0,0.0,1,1,1,83,11,0,0
1480.53,1,8.0,0,6,4,73,10,4,0
235.1,1,1.0,2,3,4,109,6,1,0
1233.86,2,15.0,1,6,2,15,3,4,0
2097.8,2,3.0,0,6,2,91,4,0,0
1851.18,3,1.0,2,0,2,119,12,4,0
1368.73,1,12.0,1,1,2,12,9,1,0
208.52,1,15.0,2,4,1,96,10,3,0
1506.4,3,10.0,1,0,0,75,7,3,0
3892.76,4,22.0,0,5,0,98,14,1,0
2196.77,2,21.0,0,5,3,114,1,3,0
1457.42,3,19.0,0,7,2,55,13,4,0
1527.44,0,12.0,2,1,2,14,13,4,0
2774.42,1,2.0,1,6,1,29,7,3,0
1514.95,1,14.0,3,4,2,49,13,3,0
3155.83,2,0.0,1,6,3,81,12,4,0
4947.33,4,7.0,0,6,4,92,9,3,0
210.68,4,13.0,1,6,4,13,12,1,0
847.84,2,3.0,1,1,0,97,14,4,0
899.64,2,5.0,2,6,1,45,5,3,0
2238.12,4,12.0,0,0,1,63,12,1,0
211.89,2,3.0,2,0,1,5,12,1,0
2390.22,4,13.0,1,0,3,25,1,0,0
4644.98,3,10.0,2,6,4,113,5,0,0
62.76,1,0.0,0,6,3,21,3,1,0
1827.87,2,15.0,2,7,0,58,3,1,0
3805.66,0,11.0,0,5,3,71,7,4,1
776.7,0,13.0,2,1,4,81,14,4,0
392.41,0,4.0,2,3,4,57,13,4,0
3155.74,4,5.0,0,6,4,17,3,1,0
54.7,3,16.0,0,1,2,56,9,3,0
4009.84,3,22.0,0,4,2,117,11,1,0
338.93,2,12.0,0,2,0,22,3,3,0
2624.15,3,15.0,1,7,3,117,13,4,0
3701.94,0,5.0,2,7,1,30,7,0,0
1213.84,3,15.0,2,3,2,83,9,3,0
522.18,2,15.0,1,7,3,95,12,3,0
882.24,1,11.0,2,2,4,54,4,1,0
4274.14,0,3.0,1,1,3,83,2,1,0
3530.37,4,15.0,0,4,1,108,10,0,0
994.5,0,11.0,2,0,2,91,8,0,0
2524.1000000000004,2,0.0,2,3,0,93,13,1,0
3544.55,0,18.0,0,3,0,93,2,4,0
4988.64,3,5.0,0,2,0,80,7,0,0
1960.82,2,5.0,0,2,1,117,11,2,0
4324.94,2,17.0,1,2,1,38,12,4,0
2234.98,1,12.0,0,4,1,52,8,3,0
4489.31,0,11.0,0,5,0,107,7,1,0
462.54,0,13.0,0,5,1,48,2,4,0
880.69,0,16.0,1,0,0,16,6,1,0
4250.52,2,7.0,0,6,0,100,3,4,0
4097.41,3,10.0,1,1,2,110,8,1,0
1530.64,1,6.0,0,4,1,23,9,0,0
2986.01,1,21.0,0,2,0,6,3,1,0
1916.59,4,19.0,2,5,1,42,3,3,0
56.54,1,18.0,2,4,0,8,3,0,0
135.39,0,1.0,1,5,4,114,13,1,0
276.01,4,16.0,2,4,3,68,13,4,0
2972.39,4,12.0,0,0,2,75,2,1,0
1399.74,3,23.0,0,7,3,96,2,0,0
724.02,1,13.0,2,4,0,18,11,4,0
4705.95,1,10.0,2,7,2,59,1,0,0
610.99,0,8.0,0,5,2,43,12,3,0
3371.54,3,12.0,2,2,0,20,1,0,0
4471.33,2,16.0,0,7,2,104,12,0,0
823.33,2,16.0,1,5,0,60,10,2,0
1077.57,2,23.0,0,4,3,95,12,1,0
2871.2,4,10.0,2,4,1,26,9,0,0
2544.7,2,11.0,1,4,2,38,2,3,0
2607.53,0,10.0,1,3,1,27,12,1,0
2775.62,2,12.0,0,6,2,66,6,3,0
4749.77,1,8.0,0,3,0,77,10,3,0
273.92,3,17.0,1,3,0,90,4,0,0
3803.44,3,17.0,1,6,1,3,7,4,0
1166.37,1,10.0,0,0,4,43,11,3,0
1871.52,3,16.0,2,0,1,26,2,3,0
451.01,3,11.0,1,6,3,91,6,1,0
2230.91,1,21.0,2,7,0,38,11,3,0
4022.08,0,12.0,0,1,4,77,3,4,0
498.21,4,21.0,1,7,1,78,6,0,0
2524.1000000000004,2,3.0,0,4,4,67,5,0,0
1868.44,1,16.0,1,7,0,3,7,4,0
523.98,1,11.0,1,1,4,69,2,3,0
3812.77,3,13.0,2,3,1,103,13,4,0
3935.8,2,5.0,0,2,1,64,13,0,0
4180.3,4,9.0,0,2,2,71,8,0,0
2921.56,4,10.0,2,3,3,80,11,0,0
2538.66,1,12.0,2,4,3,34,2,3,0
1316.45,0,13.0,1,2,4,79,6,3,0
3277.51,0,21.0,1,4,4,17,12,0,0
2225.59,1,12.0,0,0,1,85,12,3,0
4854.03,0,2.0,0,7,3,21,5,0,0
4841.06,2,7.0,1,4,4,25,5,1,0
4526.5,0,5.0,0,3,3,3,14,0,0
1803.65,2,20.0,0,3,3,6,13,0,0
1843.02,0,3.0,1,6,0,88,14,4,0
4264.1,4,4.0,2,3,1,92,7,4,0
2524.1000000000004,1,1.0,2,3,4,76,6,0,0
3523.28,2,0.0,0,0,4,61,12,0,0
1401.66,4,4.0,1,0,3,56,9,1,0
4167.58,1,12.0,0,2,0,7,3,0,0
2899.21,4,13.0,0,7,0,60,8,4,0
2524.1000000000004,2,9.0,2,3,1,37,9,4,0
4327.78,0,1.0,2,3,3,78,1,1,0
1974.08,1,12.0,2,6,0,113,3,0,0
3271.36,4,18.0,2,1,2,16,14,0,0
2332.2,0,5.0,0,0,4,85,1,3,0
2965.73,3,21.0,1,1,4,6,1,4,0
207.53,2,22.0,2,3,2,90,5,1,0
2308.27,2,9.0,0,4,2,60,14,1,0
2784.67,0,19.0,0,3,1,7,8,4,1
2466.13,0,14.0,1,1,4,41,12,4,0
4237.81,1,11.0,2,5,0,63,3,0,0
1559.06,4,17.0,1,7,1,65,13,0,0
4420.96,3,4.0,1,3,1,13,6,4,0
2020.29,1,4.0,1,6,3,86,3,3,0
3474.16,1,8.0,1,5,1,90,10,3,0
438.18,3,21.0,1,7,2,73,12,0,0
1004.77,2,11.0,2,7,0,67,2,4,0
3807.02,1,11.0,0,0,3,115,13,4,0
2524.1000000000004,2,16.0,1,5,3,79,10,0,0
4842.8,4,1.0,2,2,2,11,11,0,0
957.19,0,0.0,3,1,1,88,2,1,0
4507.01,4,9.0,0,1,3,48,13,1,0
2582.15,0,12.0,0,7,4,64,4,3,0
2825.05,1,14.0,2,0,3,77,6,4,0
425.24,0,11.0,0,0,3,17,6,4,0
1829.27,3,17.0,0,0,0,113,4,4,0
785.31,3,23.0,0,6,0,59,2,0,0
2632.03,4,0.0,2,0,4,118,14,0,0
2755.91,3,10.0,1,7,1,81,12,0,0
3549.79,4,12.0,0,1,1,92,6,3,0
2524.1000000000004,2,12.0,2,2,0,110,13,1,0
2343.56,2,3.0,1,6,0,14,2,0,0
2524.1000000000004,4,19.0,1,2,1,42,6,4,0
1671.19,4,5.0,2,5,4,40,10,3,0
4236.21,4,10.0,0,2,3,28,8,1,0
733.59,0,7.0,1,5,0,63,10,1,0
3138.14,3,12.0,1,0,1,68,5,4,0
70.36,0,20.0,0,5,2,27,8,0,0
1232.12,0,2.0,0,2,1,61,10,1,0
2959.09,0,21.0,1,5,4,14,8,4,0
2284.78,2,4.0,1,5,3,89,4,0,0
2470.28,2,19.0,0,4,4,44,11,1,0
3304.51,0,16.0,2,2,0,38,1,3,0
1176.76,1,10.0,2,2,2,78,13,3,0
1407.62,0,6.0,2,1,4,33,10,4,0
3423.87,1,14.0,1,3,0,105,1,4,0
2693.77,1,12.0,2,7,1,8,3,2,0
77.86,3,21.0,2,6,2,60,10,0,0
3353.29,4,1.0,1,3,3,22,7,0,0
3102.36,0,18.0,2,2,4,108,5,2,0
397.64,0,0.0,1,6,2,74,13,3,0
3738.86,0,2.0,2,1,0,107,4,4,0
2612.9,4,13.0,2,5,0,118,10,3,0
1027.71,1,4.0,2,0,0,43,7,1,0
2798.99,0,18.0,2,3,4,52,14,0,0
2979.32,0,9.0,1,0,1,101,7,4,1
49997.8,4,1.0,2,4,1,23,9,0,0
3712.01,2,5.0,2,7,0,64,8,0,0
1513.11,4,6.0,1,6,4,33,1,1,0
595.07,4,13.0,2,1,3,43,6,3,0
4266.65,2,3.0,0,7,3,77,11,2,0
4231.11,3,19.0,2,0,3,5,11,1,0
2524.1000000000004,4,12.0,0,6,4,102,5,2,1
315.35,4,1.0,2,2,1,90,6,4,0
3560.76,0,6.0,1,5,2,103,13,4,0
3614.3,1,12.0,0,5,3,90,8,3,0
889.83,1,19.0,2,4,4,27,14,1,0
3342.72,4,20.0,1,3,4,83,2,4,1
1398.22,1,19.0,1,0,1,103,14,0,0
1306.78,0,10.0,1,0,0,21,2,1,0
1625.97,4,15.0,2,5,3,12,9,3,0
2604.38,4,19.0,2,3,4,29,1,4,0
4023.25,4,4.0,1,3,3,108,2,4,0
2495.73,0,20.0,1,3,4,12,7,0,0
1493.72,1,3.0,0,4,0,74,7,1,0
4420.45,4,3.0,0,7,2,50,4,4,0
280.17,2,22.0,0,6,1,98,8,4,0
3986.47,4,5.0,0,5,0,65,11,1,0
3922.99,1,23.0,1,1,3,67,3,2,0
1271.47,3,7.0,0,0,4,107,11,1,0
995.48,3,16.0,1,1,1,36,7,0,0
4374.13,3,0.0,2,0,3,91,8,0,0
2796.56,2,5.0,0,5,3,61,13,3,0
234.83,3,3.0,2,7,0,103,7,0,0
4454.71,0,19.0,0,1,0,93,3,4,0
1748.28,0,20.0,0,7,2,101,2,4,0
1714.07,3,3.0,1,0,2,29,1,1,0
3218.22,3,4.0,0,2,1,97,6,1,0
2524.1000000000004,1,9.0,0,6,0,49,5,0,0
1769.81,0,9.0,1,0,1,104,1,1,0
720.68,1,23.0,1,0,3,76,4,0,0
2763.59,1,19.0,2,1,3,91,7,0,0
3127.77,3,20.0,2,6,3,118,3,3,0
4301.81,1,0.0,2,0,4,48,5,2,0
2424.78,3,15.0,1,3,2,32,11,4,1
3230.25,3,13.0,0,3,3,89,13,3,0
276.77,4,9.0,1,3,1,109,3,1,0
